"lon" "lat" "date" "t_max"
15.7499 50.7499 1951-03-31 4.39999990165234
15.7499 50.7499 1951-04-01 5.02999988757074
15.7499 50.7499 1951-04-02 6.32999985851347
15.7499 50.7499 1951-04-03 5.35999988019466
15.7499 50.7499 1951-04-04 5.68999987281859
15.7499 50.7499 1951-04-05 5.98999986611307
15.7499 50.7499 1951-04-06 5.95999986678362
15.7499 50.7499 1951-04-07 11.0499997530133
15.7499 50.7499 1951-04-08 8.11999981850386
15.7499 50.7499 1951-04-09 6.03999986499548
15.7499 50.7499 1951-04-10 3.80999991483986
15.7499 50.7499 1951-04-11 3.18999992869794
15.7499 50.7499 1951-04-12 2.57999994233251
15.7499 50.7499 1951-04-13 5.01999988779426
15.7499 50.7499 1951-04-14 5.61999987438321
15.7499 50.7499 1951-04-15 1.45999996736646
15.7499 50.7499 1951-04-16 6.62999985180795
15.7499 50.7499 1951-04-17 8.039999820292
15.7499 50.7499 1951-04-18 10.0099997762591
15.7499 50.7499 1951-04-19 12.9599997103214
15.7499 50.7499 1951-04-20 3.45999992266297
15.7499 50.7499 1951-04-21 2.66999994032085
15.7499 50.7499 1951-04-22 0.209999995306134
15.7499 50.7499 1951-04-23 3.9599999114871
15.7499 50.7499 1951-04-24 12.4499997217208
15.7499 50.7499 1951-04-25 16.1799996383488
15.7499 50.7499 1951-04-26 16.6799996271729
15.7499 50.7499 1951-04-27 15.5499996524304
15.7499 50.7499 1951-04-28 12.2499997261912
15.7499 50.7499 1951-04-29 10.6499997619539
15.7499 50.7499 1951-04-30 8.65999980643392
15.7499 50.7499 1951-05-01 12.5999997183681
15.7499 50.7499 1951-05-02 11.6899997387081
15.7499 50.7499 1951-05-03 12.349999723956
15.7499 50.7499 1951-05-04 11.479999743402
15.7499 50.7499 1951-05-05 10.5099997650832
15.7499 50.7499 1951-05-06 7.89999982342124
15.7499 50.7499 1951-05-07 13.0399997085333
15.7499 50.7499 1951-05-08 10.8899997565895
15.7499 50.7499 1951-05-09 11.0299997534603
15.7499 50.7499 1951-05-10 8.41999981179833
15.7499 50.7499 1951-05-11 5.99999986588955
15.7499 50.7499 1951-05-12 4.77999989315867
15.7499 50.7499 1951-05-13 9.37999979034066
15.7499 50.7499 1951-05-14 7.5199998319149
15.7499 50.7499 1951-05-15 6.2599998600781
15.7499 50.7499 1951-05-16 6.89999984577298
15.7499 50.7499 1951-05-17 8.10999981872737
15.7499 50.7499 1951-05-18 9.13999979570508
15.7499 50.7499 1951-05-19 15.6999996490777
15.7499 50.7499 1951-05-20 13.9199996888638
15.7499 50.7499 1951-05-21 15.8399996459484
15.7499 50.7499 1951-05-22 12.3999997228384
15.7499 50.7499 1951-05-23 13.3199997022748
15.7499 50.7499 1951-05-24 12.0899997297674
15.7499 50.7499 1951-05-25 14.1099996846169
15.7499 50.7499 1951-05-26 14.5199996754527
15.7499 50.7499 1951-05-27 16.0099996421486
15.7499 50.7499 1951-05-28 17.529999608174
15.7499 50.7499 1951-05-29 10.8699997570366
15.7499 50.7499 1951-05-30 6.029999865219
15.7499 50.7499 1951-05-31 8.42999981157482
15.7499 50.7499 1951-06-01 12.4499997217208
15.7499 50.7499 1951-06-02 14.7299996707588
15.7499 50.7499 1951-06-03 14.3699996788055
15.7499 50.7499 1951-06-04 14.4099996779114
15.7499 50.7499 1951-06-05 15.0999996624887
15.7499 50.7499 1951-06-06 14.919999666512
15.7499 50.7499 1951-06-07 14.0999996848404
15.7499 50.7499 1951-06-08 9.78999978117645
15.7499 50.7499 1951-06-09 10.7599997594953
15.7499 50.7499 1951-06-10 14.0299996864051
15.7499 50.7499 1951-06-11 11.3399997465312
15.7499 50.7499 1951-06-12 17.3699996117502
15.7499 50.7499 1951-06-13 13.9399996884167
15.7499 50.7499 1951-06-14 17.4299996104091
15.7499 50.7499 1951-06-15 23.1199994832277
15.7499 50.7499 1951-06-16 20.0399995520711
15.7499 50.7499 1951-06-17 20.659999538213
15.7499 50.7499 1951-06-18 22.3299995008856
15.7499 50.7499 1951-06-19 18.8599995784461
15.7499 50.7499 1951-06-20 14.0999996848404
15.7499 50.7499 1951-06-21 15.8499996457249
15.7499 50.7499 1951-06-22 18.8199995793402
15.7499 50.7499 1951-06-23 18.5399995855987
15.7499 50.7499 1951-06-24 21.509999519214
15.7499 50.7499 1951-06-25 16.7599996253848
15.7499 50.7499 1951-06-26 15.499999653548
15.7499 50.7499 1951-06-27 10.1099997740239
15.7499 50.7499 1951-06-28 12.5399997197092
15.7499 50.7499 1951-06-29 12.7999997138977
15.7499 50.7499 1951-06-30 10.8099997583777
15.7499 50.7499 1951-07-01 14.8799996674061
15.7499 50.7499 1951-07-02 14.7999996691942
15.7499 50.7499 1951-07-03 15.9699996430427
15.7499 50.7499 1951-07-04 16.4499996323138
15.7499 50.7499 1951-07-05 16.0499996412545
15.7499 50.7499 1951-07-06 11.3699997458607
